IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_VALUE_TYPE,VALUE_NUMERIC,DIM_PUBLISH_STATE_CODE
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,24,Angola,2010,YEAR,Male,AMOUNT,49.27284,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,32,Argentina,2010,YEAR,Female,AMOUNT,68.17058,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,32,Argentina,2010,YEAR,Male,AMOUNT,64.37117,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,953,Africa,2010,YEAR,Total,AMOUNT,51.79792,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,32,Argentina,2010,YEAR,Total,AMOUNT,66.29948,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,51,Armenia,2010,YEAR,Male,AMOUNT,62.36471,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,28,Antigua and Barbuda,2010,YEAR,Female,AMOUNT,68.09175,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,28,Antigua and Barbuda,2010,YEAR,Male,AMOUNT,65.28322,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,512,Oman,2000,YEAR,Male,AMOUNT,60.14607,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,586,Pakistan,2000,YEAR,Total,AMOUNT,52.34788,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,604,Peru,2000,YEAR,Total,AMOUNT,64.90498,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,604,Peru,2000,YEAR,Female,AMOUNT,65.25945,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,608,Philippines,2000,YEAR,Total,AMOUNT,60.57643,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,36,Australia,2010,YEAR,Total,AMOUNT,70.16705,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,40,Austria,2010,YEAR,Total,AMOUNT,69.9159,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,40,Austria,2010,YEAR,Male,AMOUNT,68.33723,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,31,Azerbaijan,2010,YEAR,Total,AMOUNT,61.70727,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,108,Burundi,2010,YEAR,Female,AMOUNT,52.11441,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,608,Philippines,2000,YEAR,Male,AMOUNT,58.22126,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,598,Papua New Guinea,2000,YEAR,Total,AMOUNT,55.27796,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,616,Poland,2000,YEAR,Male,AMOUNT,61.90147,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,620,Portugal,2000,YEAR,Male,AMOUNT,64.95576,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,600,Paraguay,2000,YEAR,Male,AMOUNT,64.05326,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,108,Burundi,2010,YEAR,Total,AMOUNT,50.88001,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,56,Belgium,2010,YEAR,Female,AMOUNT,70.36259,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,204,Benin,2010,YEAR,Total,AMOUNT,53.00001,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,50,Bangladesh,2010,YEAR,Male,AMOUNT,60.83444,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,100,Bulgaria,2010,YEAR,Total,AMOUNT,65.20113,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,51,Armenia,2010,YEAR,Female,AMOUNT,67.18031,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,36,Australia,2010,YEAR,Female,AMOUNT,71.1886,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,36,Australia,2010,YEAR,Male,AMOUNT,69.16231,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,854,Burkina Faso,2010,YEAR,Male,AMOUNT,49.76036,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,100,Bulgaria,2010,YEAR,Female,AMOUNT,67.77296,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,204,Benin,2010,YEAR,Male,AMOUNT,51.738,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,50,Bangladesh,2010,YEAR,Female,AMOUNT,61.70806,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,48,Bahrain,2010,YEAR,Total,AMOUNT,65.04232,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,48,Bahrain,2010,YEAR,Male,AMOUNT,65.27984,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,44,Bahamas,2010,YEAR,Total,AMOUNT,64.30935,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,634,Qatar,2000,YEAR,Total,AMOUNT,62.44761,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,634,Qatar,2000,YEAR,Male,AMOUNT,62.84084,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,642,Romania,2000,YEAR,Total,AMOUNT,63.27088,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,642,Romania,2000,YEAR,Female,AMOUNT,65.90732,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,646,Rwanda,2000,YEAR,Total,AMOUNT,41.19127,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,646,Rwanda,2000,YEAR,Female,AMOUNT,42.03714,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,646,Rwanda,2000,YEAR,Male,AMOUNT,40.39309,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,729,Sudan,2000,YEAR,Male,AMOUNT,53.45096,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,694,Sierra Leone,2000,YEAR,Female,AMOUNT,43.52986,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,694,Sierra Leone,2000,YEAR,Male,AMOUNT,40.93626,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,44,Bahamas,2010,YEAR,Male,AMOUNT,62.20318,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,70,Bosnia and Herzegovina,2010,YEAR,Male,AMOUNT,65.4024,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,112,Belarus,2010,YEAR,Total,AMOUNT,62.25875,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,84,Belize,2010,YEAR,Female,AMOUNT,66.1189,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,68,Bolivia (Plurinational State of),2010,YEAR,Total,AMOUNT,61.71838,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,44,Bahamas,2010,YEAR,Female,AMOUNT,66.4076,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,112,Belarus,2010,YEAR,Male,AMOUNT,57.90538,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,76,Brazil,2010,YEAR,Total,AMOUNT,63.94749,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,76,Brazil,2010,YEAR,Male,AMOUNT,61.98848,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,96,Brunei Darussalam,2010,YEAR,Female,AMOUNT,66.45836,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,70,Bosnia and Herzegovina,2010,YEAR,Total,AMOUNT,66.97844,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,70,Bosnia and Herzegovina,2010,YEAR,Female,AMOUNT,68.49886,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,112,Belarus,2010,YEAR,Female,AMOUNT,66.74391,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,68,Bolivia (Plurinational State of),2010,YEAR,Female,AMOUNT,61.72856,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,68,Bolivia (Plurinational State of),2010,YEAR,Male,AMOUNT,61.71361,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,222,El Salvador,2000,YEAR,Female,AMOUNT,65.66424,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,706,Somalia,2000,YEAR,Male,AMOUNT,42.74999,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,678,Sao Tome and Principe,2000,YEAR,Female,AMOUNT,55.65913,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,703,Slovakia,2000,YEAR,Total,AMOUNT,64.7163,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,748,Eswatini,2000,YEAR,Female,AMOUNT,42.79789,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,72,Botswana,2010,YEAR,Total,AMOUNT,50.55534,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,140,Central African Republic,2010,YEAR,Total,AMOUNT,42.45177,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,140,Central African Republic,2010,YEAR,Female,AMOUNT,43.5639,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,756,Switzerland,2010,YEAR,Total,AMOUNT,71.37307,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,756,Switzerland,2010,YEAR,Female,AMOUNT,71.99837,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,96,Brunei Darussalam,2010,YEAR,Total,AMOUNT,65.76172,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,64,Bhutan,2010,YEAR,Female,AMOUNT,61.8331,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,72,Botswana,2010,YEAR,Female,AMOUNT,52.54768,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,72,Botswana,2010,YEAR,Male,AMOUNT,48.74619,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,140,Central African Republic,2010,YEAR,Male,AMOUNT,41.41378,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,690,Seychelles,2000,YEAR,Total,AMOUNT,63.06927,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,690,Seychelles,2000,YEAR,Female,AMOUNT,66.05771,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,690,Seychelles,2000,YEAR,Male,AMOUNT,60.32582,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,760,Syrian Arab Republic,2000,YEAR,Total,AMOUNT,62.80375,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,760,Syrian Arab Republic,2000,YEAR,Female,AMOUNT,62.78533,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,152,Chile,2010,YEAR,Total,AMOUNT,68.46238,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,156,China,2010,YEAR,Male,AMOUNT,65.34528,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,120,Cameroon,2010,YEAR,Female,AMOUNT,50.16923,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,120,Cameroon,2010,YEAR,Male,AMOUNT,48.981,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,180,Democratic Republic of the Congo,2010,YEAR,Female,AMOUNT,50.81897,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,756,Switzerland,2010,YEAR,Male,AMOUNT,70.63916,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,156,China,2010,YEAR,Total,AMOUNT,66.67585,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,180,Democratic Republic of the Congo,2010,YEAR,Total,AMOUNT,49.88082,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,170,Colombia,2010,YEAR,Female,AMOUNT,69.10471,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,174,Comoros,2010,YEAR,Female,AMOUNT,57.5336,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,178,Congo,2010,YEAR,Total,AMOUNT,53.03023,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,178,Congo,2010,YEAR,Female,AMOUNT,52.20798,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,170,Colombia,2010,YEAR,Total,AMOUNT,67.15308,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,170,Colombia,2010,YEAR,Male,AMOUNT,65.18458,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,132,Cabo Verde,2010,YEAR,Female,AMOUNT,66.43116,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,52,Barbados,2010,YEAR,Total,AMOUNT,67.00449,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,52,Barbados,2010,YEAR,Male,AMOUNT,66.4408,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,124,Canada,2010,YEAR,Total,AMOUNT,70.83508,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,384,Côte d'Ivoire,2010,YEAR,Total,AMOUNT,49.4642,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,384,Côte d'Ivoire,2010,YEAR,Female,AMOUNT,50.70921,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,768,Togo,2000,YEAR,Male,AMOUNT,47.96432,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,764,Thailand,2000,YEAR,Female,AMOUNT,65.54852,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,795,Turkmenistan,2000,YEAR,Total,AMOUNT,56.64067,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,795,Turkmenistan,2000,YEAR,Male,AMOUNT,53.76204,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,626,Timor-Leste,2000,YEAR,Total,AMOUNT,53.05304,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,174,Comoros,2010,YEAR,Male,AMOUNT,56.3943,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,196,Cyprus,2010,YEAR,Total,AMOUNT,70.78558,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,196,Cyprus,2010,YEAR,Male,AMOUNT,70.02342,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,203,Czechia,2010,YEAR,Total,AMOUNT,67.74052,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,276,Germany,2010,YEAR,Female,AMOUNT,70.8693,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,188,Costa Rica,2010,YEAR,Female,AMOUNT,70.55448,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,192,Cuba,2010,YEAR,Total,AMOUNT,67.95462,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,192,Cuba,2010,YEAR,Female,AMOUNT,68.98356,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,196,Cyprus,2010,YEAR,Female,AMOUNT,71.54327,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,203,Czechia,2010,YEAR,Male,AMOUNT,65.57121,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,120,Cameroon,2010,YEAR,Total,AMOUNT,49.56793,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,178,Congo,2010,YEAR,Male,AMOUNT,53.84877,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,174,Comoros,2010,YEAR,Total,AMOUNT,56.96704,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,132,Cabo Verde,2010,YEAR,Total,AMOUNT,64.53008,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,188,Costa Rica,2010,YEAR,Male,AMOUNT,67.86087,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,626,Timor-Leste,2000,YEAR,Male,AMOUNT,52.39885,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,776,Tonga,2000,YEAR,Female,AMOUNT,64.50862,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,788,Tunisia,2000,YEAR,Total,AMOUNT,64.8018,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,800,Uganda,2000,YEAR,Female,AMOUNT,43.69613,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,804,Ukraine,2000,YEAR,Female,AMOUNT,64.06936,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,276,Germany,2010,YEAR,Total,AMOUNT,69.96275,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,276,Germany,2010,YEAR,Male,AMOUNT,69.0537,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,214,Dominican Republic,2010,YEAR,Total,AMOUNT,64.37589,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,214,Dominican Republic,2010,YEAR,Male,AMOUNT,62.73946,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,218,Ecuador,2010,YEAR,Female,AMOUNT,67.30475,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,192,Cuba,2010,YEAR,Male,AMOUNT,66.95629,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,214,Dominican Republic,2010,YEAR,Female,AMOUNT,66.16849,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,12,Algeria,2010,YEAR,Male,AMOUNT,65.85155,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,818,Egypt,2010,YEAR,Female,AMOUNT,62.50573,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,957,Eastern Mediterranean,2010,YEAR,Total,AMOUNT,58.74554,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,858,Uruguay,2000,YEAR,Female,AMOUNT,68.39493,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,840,United States of America,2000,YEAR,Total,AMOUNT,65.8003,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,670,Saint Vincent and the Grenadines,2000,YEAR,Total,AMOUNT,62.23247,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,862,Venezuela (Bolivarian Republic of),2000,YEAR,Female,AMOUNT,67.00018,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,704,Viet Nam,2000,YEAR,Female,AMOUNT,66.00162,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,262,Djibouti,2010,YEAR,Male,AMOUNT,54.23459,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,208,Denmark,2010,YEAR,Female,AMOUNT,70.02374,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,12,Algeria,2010,YEAR,Female,AMOUNT,65.215,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,218,Ecuador,2010,YEAR,Total,AMOUNT,65.79884,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,231,Ethiopia,2010,YEAR,Total,AMOUNT,54.9553,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,957,Eastern Mediterranean,2010,YEAR,Female,AMOUNT,59.08862,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,232,Eritrea,2010,YEAR,Male,AMOUNT,50.70038,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,724,Spain,2010,YEAR,Male,AMOUNT,69.80664,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,233,Estonia,2010,YEAR,Total,AMOUNT,66.88036,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,956,Europe,2010,YEAR,Total,AMOUNT,66.34688,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,231,Ethiopia,2010,YEAR,Female,AMOUNT,55.76558,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,956,Europe,2010,YEAR,Male,AMOUNT,64.16678,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,246,Finland,2010,YEAR,Total,AMOUNT,69.55476,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,246,Finland,2010,YEAR,Male,AMOUNT,67.86093,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,242,Fiji,2010,YEAR,Total,AMOUNT,59.49457,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,914,Upper-middle-income economies,2000,YEAR,Total,AMOUNT,62.37939,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,914,Upper-middle-income economies,2000,YEAR,Female,AMOUNT,64.13683,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,914,Upper-middle-income economies,2000,YEAR,Male,AMOUNT,60.75984,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,958,Western Pacific,2000,YEAR,Female,AMOUNT,65.77632,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,882,Samoa,2000,YEAR,Male,AMOUNT,59.67935,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,242,Fiji,2010,YEAR,Female,AMOUNT,60.24785,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,250,France,2010,YEAR,Total,AMOUNT,71.16278,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,250,France,2010,YEAR,Female,AMOUNT,72.53592,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,266,Gabon,2010,YEAR,Total,AMOUNT,54.01052,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,826,United Kingdom of Great Britain and Northern Ireland,2010,YEAR,Total,AMOUNT,69.44314,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,242,Fiji,2010,YEAR,Male,AMOUNT,58.81817,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,250,France,2010,YEAR,Male,AMOUNT,69.71469,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,583,Micronesia (Federated States of),2010,YEAR,Total,AMOUNT,55.75941,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,266,Gabon,2010,YEAR,Male,AMOUNT,53.14022,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,268,Georgia,2010,YEAR,Total,AMOUNT,63.70662,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,288,Ghana,2010,YEAR,Total,AMOUNT,54.33495,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,324,Guinea,2010,YEAR,Total,AMOUNT,50.87117,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,324,Guinea,2010,YEAR,Male,AMOUNT,50.51083,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,1,World,2010,YEAR,Total,AMOUNT,61.53046,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,624,Guinea-Bissau,2010,YEAR,Total,AMOUNT,48.5592,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,957,Eastern Mediterranean,2010,YEAR,Male,AMOUNT,58.42137,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,232,Eritrea,2010,YEAR,Female,AMOUNT,54.84301,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,233,Estonia,2010,YEAR,Female,AMOUNT,70.16641,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,231,Ethiopia,2010,YEAR,Male,AMOUNT,54.17543,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,583,Micronesia (Federated States of),2010,YEAR,Male,AMOUNT,54.22177,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,266,Gabon,2010,YEAR,Female,AMOUNT,54.85715,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,826,United Kingdom of Great Britain and Northern Ireland,2010,YEAR,Male,AMOUNT,68.68428,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,268,Georgia,2010,YEAR,Female,AMOUNT,66.89714,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,288,Ghana,2010,YEAR,Female,AMOUNT,55.58364,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,1,World,2010,YEAR,Male,AMOUNT,60.23389,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,716,Zimbabwe,2000,YEAR,Total,AMOUNT,41.02657,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,4,Afghanistan,2010,YEAR,Total,AMOUNT,51.13087,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,953,Africa,2010,YEAR,Female,AMOUNT,52.63185,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,8,Albania,2010,YEAR,Total,AMOUNT,67.56772,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,8,Albania,2010,YEAR,Male,AMOUNT,66.33651,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,268,Georgia,2010,YEAR,Male,AMOUNT,60.51513,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,324,Guinea,2010,YEAR,Female,AMOUNT,51.2245,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,270,Gambia,2010,YEAR,Total,AMOUNT,54.39278,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,270,Gambia,2010,YEAR,Male,AMOUNT,53.9106,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,300,Greece,2010,YEAR,Total,AMOUNT,70.03807,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,300,Greece,2010,YEAR,Male,AMOUNT,68.88647,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,308,Grenada,2010,YEAR,Female,AMOUNT,65.69602,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,308,Grenada,2010,YEAR,Male,AMOUNT,61.77808,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,340,Honduras,2010,YEAR,Female,AMOUNT,62.50623,PUBLISHED
